Material,Eg_eV,Density_g_cm3,DOS_at_Ef,Conductivity_Proxy,Log_Sigma,Regime
NdCuSi,0.0,6.446826649247078,3.7571,24.221372403886196,1.3841987470065424,Metal
SmCuSi,0.0,6.843015822548129,2.2654,15.50216804440053,1.1903924403585981,Metal
ErCuSi,0.0,8.015376183356205,1.8981,15.213985533628412,1.182242998968763,Metal
TmCuSi,0.0,8.164561489736128,2.1638,17.666478151491035,1.2471499806456219,Metal
YbCuSi,0.0,8.36982508721345,3.7053000000000003,31.012712895651998,1.491539758630784,Metal
LuCuSi,0.0,8.513882262879166,1.9625,16.708493940900365,1.2229373055133628,Metal
YCuSi,0.0,5.378919448929915,2.5379,13.651159669439233,1.1351695463723075,Metal
CaCuP,0.0,4.058283794338192,0.4693,1.9045525846829134,0.2797929680527693,Metal
BaCuAs,0.0,6.025346587761634,0.4939,2.975918679695471,0.4736210594683887,Metal
CuPdF6,0.0,4.989299945901035,10.318200000000001,51.480594701796065,1.7116435552148672,Metal
NaCuF3,0.080899999999999,4.130392555139203,0.0421,0.8637909866046789,-0.06359133194497356,Semiconductor
CuMoF6,0.0,4.4566277193511254,5.5116,24.563149337975663,1.3902840486443127,Metal
CuAuF5,0.0,6.202927711327081,3.7106999999999997,23.017203858421396,1.3620525641864036,Metal
CuPtF6,0.0814,6.431113981846667,0.0,1.3319974872974563,0.12450340560721833,Semiconductor
CuSnF6,0.099499999999999,4.758137135211362,0.0,0.6943989946655331,-0.15839091652986229,Semiconductor
CsCuBr3,0.37359999999999904,4.6177024278199355,0.0,0.0033580046422394417,-2.4739186948784444,Semiconductor
MgCuSn,0.0,5.807460810759918,1.0542,6.122225186703106,0.7869092997120476,Metal
Zr4CuS8,0.0,4.02370091823183,4.1996,16.897934376206393,1.227833619181709,Metal
Li2CuSn,0.0,5.364250590732608,1.0702,5.740820982202037,0.7589740043470532,Metal
MgCuSb,0.0,5.889066584427939,0.4405,2.594133830440507,0.4139923774404214,Metal
Al5CuS8,1.4217,3.072380860125777,0.0,3.5058781087512547e-12,-9.985034985881406,Semiconductor
CuNi3N,0.0,8.300429841600447,7.4183,61.575078693944604,1.7894049755475596,Metal
AcCuO3,0.0,9.380470938074593,1.3604,12.761192664156678,1.105891265552855,Metal
Gd2CuRu,0.0,9.699931717811413,2.7560000000000002,26.733011814288258,1.427047890319737,Metal
Hf2CuTc,0.0,12.699539043656506,2.7465,34.879283983402594,1.5425675609736738,Metal
Lu2CuPd,0.0,11.135611604012597,2.703,30.099558165646048,1.478560120590961,Metal
Lu2CuAu,0.0,12.51238754877595,1.8984,23.753516522596264,1.3757279126283128,Metal
Lu2CoCu,0.0,10.776781500812465,2.7548,29.687877678438177,1.4725791519428106,Metal
Pm2CoCu,0.0,7.92961724984615,3.4776999999999996,27.576829909789954,1.4405443404558176,Metal
Pm2CuAu,0.0,9.659018181251714,3.5853,34.630477885241774,1.5394584846633768,Metal
Pm2GaCu,0.0,7.428723559548467,4.1978,31.184295758272555,1.49393594073263,Metal
Pm2CuNi,0.0,8.01003660800462,3.915,31.35929332033809,1.4963662673257856,Metal
Pm2CuPd,0.0,8.420757348212552,4.177,35.173503443483824,1.5462156282099786,Metal
Sc2CuPd,0.0,6.161162689220916,3.2537,20.046575041918093,1.302040184067938,Metal
Zn2CuRh,0.0,9.514063225634482,1.6486,15.684884633781008,1.1954813287045871,Metal
Rb2CuF6,0.0,3.921801136530539,22.1927,87.03535608268129,1.9396957104627082,Metal
Zr2CuTc,0.0,8.145865890188896,3.74,30.46553842930647,1.4838088579849837,Metal
CuSnRh2,0.0,11.01818136610919,1.801,19.84374464036265,1.297623629674794,Metal
Ac2CuIr,0.0,11.322189909338377,2.9538,33.4434845542037,1.5243115212749019,Metal
Sc2CuRu,0.0,6.366075492198763,2.506,15.953385183450099,1.2028528510638008,Metal
Sc2GaCu,0.0,5.158506511345528,2.7702,14.290094737729381,1.1550351080058157,Metal
GaCuRh2,0.0,10.740819701511642,3.3372,35.844263507884655,1.5544196613658203,Metal
Ac2CuGe,0.0,8.59830517904435,4.2588,36.61846209651408,1.5637001008346205,Metal
Er2CuRu,0.0,10.81218671012835,2.4016,25.966547603044248,1.4144142116018366,Metal
Pm2CuGe,0.0,7.6263809943922745,3.7993,28.97490931199457,1.4620220853494028,Metal
Pm2CuIr,0.0,10.4234059651383,2.8641,29.853677024752606,1.4749978300467907,Metal
Pm2CuOs,0.0,10.496335240784758,2.7777,29.15567039832782,1.4647230319340665,Metal
Pm2CuPt,0.0,10.126127681546036,3.8716,39.20431593187363,1.5933338803434876,Metal
Pm2CuRh,0.0,8.715435348856918,3.1942,27.838843591318767,1.4446511909853454,Metal
Pm2CuRu,0.0,8.779469718083796,2.6501,23.266472699893868,1.3667305473158136,Metal
Pm2CuSn,0.0,7.618201703433982,4.0325,30.72039836909753,1.4874268431440605,Metal
ZnCuAu2,0.0,14.424517760435608,1.1548,16.65743310975104,1.221608077976139,Metal
ZnCuPd2,0.0,10.467508887322737,0.6562,6.86877933186118,0.8368795643527064,Metal
Zr2CuOs,0.0,10.339658274892413,2.5496,26.361992737665695,1.4209782360549392,Metal
MnCuPd2,0.0,9.76875730058069,12.9834,126.83168353635932,2.10322775722263,Metal
Dy2CuRu,0.0,10.303921971392505,2.4846,25.601124530121815,1.4082590421299712,Metal
Tm2CuOs,0.0,12.960889435079894,2.414,31.287587096282866,1.4953720715791505,Metal
Be2CuRh,0.0,7.619871894724433,1.3679,10.423222764793552,1.0180020195979789,Metal
Tm2CuRu,0.0,11.026045312266545,2.3581,26.00051745085574,1.4149819911961456,Metal
Pm2CuSi,0.0,6.92772832187417,3.2048,22.20198372594234,1.3463917799814764,Metal
Y2CuRu,0.0,7.09276266639821,2.5962,18.414230434503033,1.265153573585226,Metal
Lu2CuRu,0.0,11.610864292401095,2.3138,26.865217799757655,1.429190365801527,Metal
Lu2CuIr,0.0,13.48360554137356,2.0007,26.976649606626083,1.4309880110266373,Metal
Lu2CuOs,0.0,13.59996652257821,2.4085,32.75551936962962,1.515284489972184,Metal
Yb2CuIr,0.0,13.202224401003223,0.0457,0.6033416551258473,-0.21943668958461163,Metal
Lu2CuPt,0.0,13.15766942754443,2.5538,33.60205618406297,1.526365853643213,Metal
Be2CuPt,0.0,10.872718355585835,1.2425,13.509352556815399,1.1306345357210124,Metal
Er2CuOs,0.0,12.724661634573478,2.4339,30.970553952388386,1.4909489734019072,Metal
AlCuPd2,0.0,9.260732818942353,1.424,13.18728353417391,1.1201553438727114,Metal
Sc2CuPt,0.0,8.338168978780306,2.7102,22.598105566290386,1.3540720331054592,Metal
Be2CuIr,0.0,11.110744172437856,1.1282,12.53514157534439,1.0981292433669958,Metal
Ho2CuRu,0.0,10.552363987109967,2.4608,25.967257299480206,1.4144260812211167,Metal
AlCuAu2,0.0,13.31686605655958,1.0706,14.257036800152685,1.1540292706052344,Metal
CuSbRh2,0.0,11.095184883181677,3.1374,34.81003305249419,1.5417044356529312,Metal
TaCuRh2,0.0,13.166298144591506,1.3613,17.923281664232416,1.2534175297808343,Metal
Sc2CuIr,0.0,8.535682065731493,2.2756,19.423798108778584,1.288334155358114,Metal
Sc2CuOs,0.0,8.57343188934963,2.6104,22.380086603958272,1.349861762781779,Metal
CuGeRh2,0.0,10.85697943347378,1.7026,18.485093183432458,1.2668216441973024,Metal
Lu2ZnCu,0.0,10.049744633601936,3.2905,33.068684716867175,1.5194169215081061,Metal
Lu2CuRh,0.0,11.464621188774117,2.4175,27.715721723861428,1.4427261922069514,Metal
Hf2CuRe,0.0,14.747427896576768,2.8386,41.862048827222814,1.6218204799182434,Metal
CuSiRh2,0.0,9.8999613490872,1.6117,15.955767706323838,1.2029177049659125,Metal
VCuRh2,0.0,10.230443477175605,0.8719,8.91992366774941,0.9503611379216796,Metal
Zn2CuIr,0.0,12.179115009118885,1.4485,17.641448090708703,1.246534231137944,Metal
Zr2CuS4,0.0,4.41838446166646,6.1176,27.02990878269074,1.4318445800976347,Metal
Cu(IrS2)2,0.0,7.971823286037149,8.4848,67.63932621736801,1.8301992727652503,Metal
Cu(RhS2)2,0.0,5.612007952010777,10.6013,59.49457990165185,1.7744774022666825,Metal
Cu(RhSe2)2,0.0,7.105875893666314,10.4857,74.51008285821686,1.8722150463514144,Metal
Cr2CuTe4,0.0,6.412341017715572,33.44,214.4286836324087,2.3312828794820226,Metal
Cr2CuS4,0.0,4.133107759090052,14.220600000000001,58.775272198916,1.769194649098668,Metal
Cr2CuSe4,0.0,5.758816159125747,16.8613,97.10112690386696,1.9872242701277223,Metal
Co2CuS4,0.0,4.91939664345373,11.5065,56.60503747790035,1.7528550822756868,Metal
Ti2CuS4,0.0,3.8467994316937553,9.9474,38.26565266683046,1.5828091251456522,Metal
Sc2Ga3Cu,0.0,5.890891280207045,4.1955,24.715234366108657,1.3929647330840127,Metal
Tb2CuPt,0.0,10.963216956667447,5.7292,62.81046258813913,1.7980319919199121,Metal
Cu(NO3)2,0.0,2.681269372645411,2.1162,5.674102246392219,0.753897157453361,Metal
Er2CuNi,0.0,9.650024411319189,2.189,21.123903436377706,1.3247741735342786,Metal
CuBIr,0.0,12.571064451566716,1.5973,20.079761248487515,1.3027585446762973,Metal
Er2CuSi3,0.0,7.383106508905977,1.8566,13.707475544434837,1.1369574797327537,Metal
CaCuSn,0.0,5.550668433748895,5.468,30.35105499573896,1.4821737916520705,Metal
CuAgO2,0.0,6.61680193408205,2.1717,14.369708760245986,1.1574479661122075,Metal
Co2CuGe2,0.0,8.63383319992688,7.0192,60.60260199692675,1.78249127117439,Metal
CuSe3Br,1.029899999999999,4.8202027256662685,0.0,1.075515848383629e-08,-7.964363831522953,Semiconductor
CuPdO2,0.0,7.234760825313934,3.4248,24.77760887453516,1.394059393135403,Metal
Zn2CuAu,0.0,11.481757903781082,2.4584,28.226753630655413,1.4506609326520041,Metal
Th2CuTe6,0.0,7.4521934480289564,1.2089,9.008956659322205,0.9546744976058391,Metal
Tb4CuPt3,0.0,12.103486502107003,4.2111,50.968992009022806,1.707306044826603,Metal
RbCuCl3,0.185899999999999,3.273753661866938,0.0,0.08983259058034929,-1.0465660755281792,Semiconductor
YCuS2,1.5946999999999991,4.346175291765535,0.0,1.746548058871544e-13,-9.99924214543788,Semiconductor
ZrCuSn,0.0,8.126701371328327,5.101,41.454303695145796,1.61756962473122,Metal
TiCuGe,0.0,7.080671157743878,8.9073,63.06966220337204,1.7998205049498608,Metal
CuAsSe,0.0,5.615725224997666,0.7113,3.99446535254084,0.6014586585094794,Metal
ZrCuGe,0.0,7.818706724740571,5.9852,46.796523488917266,1.6702135905609348,Metal
CuTeAs,0.0,5.9673321173933385,2.2067,13.16811178345188,1.1195235045915917,Metal
Eu2CuS3,0.0,5.8093166307253785,24.1771,140.45242911271055,2.1475292546886604,Metal
CuIO4,0.9536,4.55842585268151,0.0,4.449464827549785e-08,-7.350717257069863,Semiconductor
HoCuS2,1.607299999999999,5.968514955272175,0.0,1.8797325371367312e-13,-9.999184408838364,Semiconductor
ErCuS2,1.629299999999999,6.090041066704614,0.0,1.2532676545763124e-13,-9.999456053557358,Semiconductor
TmCuS2,1.6576,6.181075342612141,0.0,7.357998925499911e-14,-9.999680563673081,Semiconductor
YbCuS2,0.0,6.314627437288806,15.8601,100.15062261814418,2.00065365356796,Metal
TiCuSi,0.0,5.678933088294623,8.7242,49.54414804889995,1.6949923647725398,Metal
CuSO4,0.0,3.938655067943314,7.3337,28.88491467177588,1.4606710889420604,Metal
SrCuN,0.264499999999999,5.134276473739162,0.0,0.030803861420007222,-1.5113948376647748,Semiconductor
HfCuSi,0.0,10.017605318206495,5.6138,56.236832735347626,1.7500208531879415,Metal
ZrCuSi,0.0,6.5600262551438835,5.8945,38.66807476094562,1.5873525495887462,Metal
CuBiS2,0.464,6.369204668848578,0.0,0.0008060374711590166,-3.0936447143155674,Semiconductor
KCuS,1.8615,2.544808244700729,0.0,5.868588126086661e-16,-9.999997451312039,Semiconductor
TaCuS3,0.41800000000000004,5.686581690665911,0.0,0.0017520003744869509,-2.7564657805497665,Semiconductor
CuSbS2,0.722699999999999,4.95091915212826,0.0,4.205362095211157e-06,-5.376186277066002,Semiconductor
CuAsS,0.0,4.90244234297546,0.1233,0.6044711408888743,-0.21862442864682644,Metal
CuSeO4,0.0,4.648752130849539,5.8171,27.042256020364853,1.4320429201234623,Metal
DyCuS2,1.6186999999999991,5.8531771036999185,0.0,1.4786256790193255e-13,-9.999358315315702,Semiconductor
K2CuBr3,1.901799999999999,3.5222485168018363,0.0,3.725351650466136e-16,-9.999998382103348,Semiconductor
Cs2CuCl4,0.376299999999999,3.381852468538517,0.5903,0.0023341526286014594,-2.6318707305448195,Semiconductor
MgCuP,0.018499999999999,4.494496723238884,0.0,3.1425043391123113,0.4972758860380786,Semiconductor
SmCuO3,0.121799999999999,7.378061688081909,0.0,0.6995007172477369,-0.1552118357968798,Semiconductor
LaCuGe2,0.0,7.1905082080511,2.2602,16.251986651837097,1.2109064569602783,Metal
EuIn4Cu,0.0,7.922994486211094,4.111000000000001,32.57143033281381,1.5128368304731403,Metal
K2CuAs,1.0674,3.237559418185954,0.6707,3.4975082999487972e-09,-8.443998195412815,Semiconductor
Na2CuAs,0.6542999999999991,3.723102160181024,0.0,1.1874126586816531e-05,-4.925394668020269,Semiconductor
MgAl2Cu,0.0,3.6411054216010452,2.4257,8.832229421177654,0.9460703415333183,Metal
SrCuSn2,0.0,6.324950250913399,2.4148,15.273489865905676,1.1839382810892471,Metal
KCuO2,0.8706,3.24332273163737,0.0,1.5765447350642378e-07,-6.802018316447646,Semiconductor
CsCuO,1.1227,4.526602670573323,0.0,1.6779456559572469e-09,-8.750081517650722,Semiconductor
CsCuO2,0.9672000000000001,4.322830688737202,1.4502,3.243525372284579e-08,-7.487645802115858,Semiconductor
BaCuSn2,0.0,6.598427795233157,3.8538,25.42902103726954,1.405329641093832,Metal
RbCuO2,0.9136000000000001,3.871455658146089,1.1074,8.191781826060204e-08,-7.086091787474573,Semiconductor
Na2CuP,0.6575000000000001,3.018608083178496,0.0,9.049457725710971e-06,-5.043372645322618,Semiconductor
K2CuP,1.1421000000000001,2.745463209188628,0.0061,6.992874110013184e-10,-9.097297027234948,Semiconductor
PrCuGe2,0.0,7.437824656759521,0.9912,7.372371799780037,0.8676072292280725,Metal
BaCuO2,0.0,5.800540355348222,1.4772,8.568558212920394,0.932907751584023,Metal
Ba2CuF6,0.8501000000000001,5.474897141352942,0.0,3.9563785561669045e-07,-6.40259240386822,Semiconductor
K2CuF4,0.382399999999999,3.375432189913843,0.0006,0.002070438200915011,-2.683937706949287,Semiconductor
NdCuNi4,0.0,8.841516695534674,5.2323,46.26146780604608,1.6652194081578349,Metal
Al2CuIr,0.0,9.681401882347686,0.8187,7.9261637210780505,0.8990630387866955,Metal
Sr2CuO3,0.0,5.465340310439675,0.7112,3.8869500287846974,0.5896089573230254,Metal
Ba2CuO3,0.0,6.18492908079224,0.7028,4.346768157980786,0.6381664770090311,Metal
ZrAlCu,0.0,6.198441915157068,8.4988,52.679318148536886,1.7216401450634573,Metal
LuAlCu,0.0,8.480952126986576,4.1981,35.603885124302344,1.5514973911197005,Metal
CuAsF7,0.0,3.6796095450185433,3.5118,12.92205280019612,1.111331511261525,Metal
Zr2Ga3Cu,0.0,7.494975761503124,1.9691,14.758356771975802,1.169038004875376,Metal
Hf2Ga3Cu,0.0,10.701471204818448,1.9435,20.798309286564653,1.318028032207192,Metal
GaCuI4,1.4404,4.669644442240902,0.0,3.7112510813793245e-12,-9.984174126759411,Semiconductor
K3CuO2,1.521599999999999,2.914040978998382,0.0,4.815367453037573e-13,-9.997913731539782,Semiconductor
La2Al7Cu,0.0,4.331708810541488,2.2821,9.885392676536728,0.9949939254361695,Metal
ScCu2,0.0,6.395130303773691,1.2633,8.078968112757304,0.9073558940035028,Metal
ThCu2,0.0,10.365853362378477,1.8276,18.944633605082903,1.2774862103085047,Metal
LaCu2,0.0,7.16196132938679,1.8629,13.34201776051465,1.125221514440669,Metal
Cu2O,0.512699999999999,6.20494716806907,0.0,0.00030613604944500363,-3.5140853846217737,Semiconductor
MgCu2,0.0,5.959245547723972,2.3479,13.991712621501115,1.1458708765067436,Metal
Cu2O3,0.136,5.954172764725702,0.0,0.4289269519706569,-0.36761666355854333,Semiconductor
TiCu2,0.0,7.391929109501161,4.168,30.80956052840084,1.4886855035292659,Metal
ErCu2,0.0,9.590995099739073,3.0373,29.13072941643749,1.4643513592452846,Metal
LuCu2,0.0,10.122628868615976,3.0463,30.83656432246485,1.4890659848500591,Metal
EuCu2,0.0,8.036607824903404,3.2061,25.766168347422806,1.411049840000196,Metal
DyCu2,0.0,9.212000454827994,2.663,24.531557211206945,1.3897251171755107,Metal
PrCu2,0.0,7.654226731870147,3.6244,27.74197936699016,1.4431374443918195,Metal
SmCu2,0.0,8.385628257617755,2.9488,24.727540606063236,1.393180923709179,Metal
TmCu2,0.0,9.748602697043312,2.7464,26.77356244715975,1.4277061615586804,Metal
GdCu2,0.0,8.767301393692962,4.4008,38.58313997336399,1.5863975685037703,Metal
NdCu2,0.0,7.919997572559226,3.3055,26.179551976094523,1.4179622099790077,Metal
TbCu2,0.0,9.00853817981111,3.0885,27.82287016834661,1.4444019291794916,Metal
YCu2,0.0,6.775255397083037,3.3142,22.4545514370126,1.3513043838105543,Metal
CeCu2,0.0,8.215451146233045,6.9765999999999995,57.315916466809455,1.7582752410577867,Metal
HoCu2,0.0,9.401595711395899,2.8839,27.113261872094636,1.4331817687010415,Metal
YbCu2,0.0,9.968982174382049,2.0807,20.74246121023673,1.3168602866070536,Metal
Sr(CuSn)2,0.0,6.720989560866213,1.9621,13.187253617375596,1.1201543586269536,Metal
Eu(CuSn)2,0.0,7.941303051402696,2.5707,20.41470775424091,1.3099431671840436,Metal
ZrCu2Te3,0.0,6.5465289893401195,0.2162,1.4153595674953339,0.15086678500878603,Metal
HfCu2Te3,0.0517,7.62557268855877,0.0,2.8052914192792135,0.44797798332991084,Semiconductor
TiCu2Te3,0.0,6.5196072864127395,0.3054,1.9910880652704506,0.29909046919798127,Metal
Ca(CuSn)2,0.0,6.349256762114563,1.8111,11.499138921865685,1.06066532075014,Metal
Ca6Cu2Sn7,0.0,4.958895806343453,5.7004,28.267689654480222,1.451290314634932,Metal
Cu2WSe4,1.275699999999999,6.004547168596251,1.9444,1.1540986130330385e-10,-9.666734418904435,Semiconductor
Cu2HgI4,0.5589000000000001,5.9405298354886265,0.0,0.00011992469582163845,-3.921091012270956,Semiconductor
Sc2InCu2,0.0,6.132859323975391,6.5282,40.03653223877615,1.6024564540535078,Metal
Er2InCu2,0.0,9.423649013215348,6.3562,59.8985978577994,1.7774166562840639,Metal
Tm2InCu2,0.0,9.594400351205653,6.3819,61.23050360135936,1.7869678313847035,Metal
Pr2InCu2,0.0,7.447593315243075,5.8401,43.494689720351076,1.6384362370492676,Metal
Y2InCu2,0.0,6.59566675180504,7.2445,47.782307783451614,1.6792671214175856,Metal
Tb2InCu2,0.0,8.830563915467915,6.009,53.0628585680467,1.724790642309184,Metal
Lu2InCu2,0.0,10.020065705130216,7.6398,76.55129797405382,1.883952558825706,Metal
La2MgCu2,0.0,5.802443908680036,10.3355,59.97115901816252,1.7779424422073278,Metal
Ho2CdCu2,0.0,9.260119163332003,12.0743,111.80945681381961,2.048478537614899,Metal
Y2CdCu2,0.0,6.5861953997626035,12.3748,81.50285083298228,1.9111727998985393,Metal
Sm2CdCu2,0.0,8.168284867803196,9.8503,80.46005643332182,1.9055803328426886,Metal
Er2CdCu2,0.0,9.470972403864028,10.844899999999999,102.71174862266498,2.011620122956678,Metal
Dy2CdCu2,0.0,9.080080651946831,11.2693,102.32615289098442,2.0099866464657614,Metal
Tb2CdCu2,0.0,8.851914883096955,10.4923,92.87694652791818,1.9679079288684267,Metal
Nd2MgCu2,0.0,6.290892462996875,11.012,69.2753078025216,1.8405784641068583,Metal
Yb2InCu2,0.0,9.841152990674924,3.7417,36.82264214520836,1.5661149473390847,Metal
Y2MgCu2,0.0,5.075788384466986,11.630199999999999,59.032434069027936,1.7710906907427415,Metal
La2InCu2,0.0,7.119787186896594,8.7679,62.42558207599064,1.7953626005428993,Metal
Ba(CuSb)2,0.0,7.115280915697678,3.5119,24.988155047838674,1.3977341920176727,Metal
Pr(CuSn)2,0.0,7.975883186580219,3.7349,29.789126113558464,1.474057763047783,Metal
Sr(CuSb)2,0.0,6.783514785812544,2.9605,20.082595523398037,1.3028198413757348,Metal
Eu(CuSb)2,0.0,7.939599035122149,3.9473,31.339979271337658,1.496098704886138,Metal
La(CuSn)2,0.0,7.790510854057943,3.1891,24.844718164676184,1.3952340745298613,Metal
Th(CuSn)2,0.0,9.522083747939615,1.3975,13.307112037745611,1.1240838133923083,Metal
Sm(CuGe)2,0.0,8.22445650375966,1.3183,10.84230100890636,1.0351214601974625,Metal
Yb(CuGe)2,0.0,9.131008182831964,1.5009,13.704730181612494,1.1368704895838793,Metal
Ce(CuGe)2,0.0,7.8301420134222255,3.7396,29.281599073393753,1.4665947899352483,Metal
La(CuGe)2,0.0,7.566881923469303,1.6552,12.52470295972639,1.097767434783752,Metal
Gd(CuSi)2,0.0,7.172874813407836,1.4468,10.377715280038458,1.0161017513501416,Metal
Dy(CuGe)2,0.0,8.717416739931423,1.1312,9.861141816210425,0.9939272045773934,Metal
U(CuSi)2,0.0,8.859644569224054,12.7227,112.71859996086687,2.051995585912136,Metal
Nd(CuSi)2,0.0,6.658836085995489,1.354,9.016064060437893,0.9550169887788751,Metal
Dy(CuSi)2,0.0,7.4218787357789004,1.2335,9.154887420583274,0.9616530080722702,Metal
Nd(CuGe)2,0.0,7.950996649069283,1.316,10.463511590175177,1.0196774597073728,Metal
Sr(CuGe)2,0.0,6.490937685986868,1.6932,10.990455689912965,1.0410156996623676,Metal
Y(CuSi)2,0.0,5.8122444135231355,1.2163,7.069432880168189,0.8493845754872837,Metal
Eu(CuSi)2,0.0,6.7535948068825284,2.1319,14.397988768792862,1.1583018304580712,Metal
Tb(CuSi)2,0.0,7.28576838113744,1.308,9.529785042527772,0.9790831046411105,Metal
Eu(CuGe)2,0.0,7.974181026582764,5.1355,40.95140666201579,1.6122688241697585,Metal
La(CuSi)2,0.0,6.301824219406719,1.5105,9.51890548341385,0.9785870145822164,Metal
Sm(CuSi)2,0.0,6.914730549455848,1.3283,9.184836588842204,0.9630714340057909,Metal
Pr(CuSi)2,0.0,6.502064145417772,1.3504,8.78038742197216,0.9435136789534875,Metal
Ho(CuSi)2,0.0,7.524248807447804,1.1678,8.786817757337545,0.9438316190312818,Metal
Er(CuSi)2,0.0,7.628821262004748,1.1287,8.610650558424759,0.9350359648455335,Metal
Ca(CuGe)2,0.0,6.02356141498112,1.5782,9.506384625123204,0.9780153817273899,Metal
Y(CuGe)2,0.0,7.187826748956332,1.107,7.956924211094659,0.9007452214748406,Metal
Tb(CuGe)2,0.0,8.59510649783157,1.1989,10.30467318025027,1.013034222391677,Metal
Ho(CuGe)2,0.0,8.816680355275103,1.0845,9.56168984529585,0.9805346522840839,Metal
Sr(CuAs)2,0.0,6.386119399135405,1.721,10.990511485912032,1.0410179044693093,Metal
Tm(CuSi)2,0.0,7.702637362836861,1.0321,7.949892022183924,0.900361229984178,Metal
Th(CuGe)2,0.0,9.551343364434098,1.4503,13.852313281438771,1.141522304917926,Metal
Pr(CuGe)2,0.0,7.790721747569689,1.418,11.047243438053819,1.0432539242702752,Metal
Tl(CuSe)2,0.0,7.684715349562913,3.1124,23.91790805397961,1.3787231920262504,Metal
Er(CuGe)2,0.0,8.931509850232533,1.0763,9.612984051805276,0.9828582218111618,Metal
Lu(CuSi)2,0.0,7.9265146471636925,1.0287,8.15400561753729,0.9113710063199687,Metal
Ce(CuSi)2,0.0,6.59416060131948,3.5475,23.392784733180854,1.3690819243448515,Metal
Ca(CuSi)2,0.0,4.622028412165114,1.5639,7.228390233785022,0.8590415904644523,Metal
K(CuSe)2,0.0,5.029131940225473,3.0241,15.208597900435851,1.1820891777526548,Metal
Tm(CuGe)2,0.0,8.998686434685226,1.0727,9.652890938486841,0.9846573994214861,Metal
Tl(CuTe)2,0.0,7.81782197426794,1.7067,13.342676763483093,1.1252429650405664,Metal
Yb(CuSi)2,0.0,7.831834184217288,1.5048,11.785344080410175,1.0713422665451533,Metal
Th(CuSi)2,0.0,8.350630015527097,1.5206,12.697968001610503,1.1037342283377924,Metal
Sc(CuSi)2,0.0,5.229739991603519,1.1145,5.8285452206421215,0.7655601702915869,Metal
Li(CuP)2,0.0,4.63719684957399,0.9901,4.591288600763208,0.6619345926621258,Metal
Sr(CuSi)2,0.0,5.221344633540451,1.635,8.536898475838639,0.931300116656322,Metal
Tl(CuS)2,0.0,6.856464393504211,2.9802,20.43363518552125,1.310345635385117,Metal
Ba(CuAs)2,0.0,6.580623174818893,2.1722,14.2944296603416,1.15516683193854,Metal
Na3(CuO2)2,0.0,3.67738745456181,20.519,75.45631318015377,1.8776955816152066,Metal
CsCu2F5,0.0,4.8145647188418685,20.546300000000002,98.9214910827407,1.9952906540314475,Metal
Ca5CdCu2,0.0,3.176146801125529,10.0222,31.831978470240276,1.5028636324019793,Metal
Eu5CdCu2,0.0,6.755645304323425,14.012799999999999,94.66550652042328,1.976191762987703,Metal
Zn(CuO2)2,0.429799999999999,5.59259389576237,0.0051,0.0013714276184938362,-2.8628270770762247,Semiconductor
Sr(CuO)2,1.815999999999999,5.6109754340936355,0.0,3.1198210206811405e-15,-9.999986451000813,Semiconductor
Ba(CuO)2,1.386299999999999,5.907405636175781,0.0,1.3368678239950613e-11,-9.9455069167526,Semiconductor
Cu2PbO2,0.629,8.119401012574201,0.0,4.2242323647902084e-05,-4.374251172228181,Semiconductor
Cu2P2O7,0.0,4.098617069242906,3.4642,14.198429251271273,1.1522403017637572,Metal
V2Cu2O7,0.0,3.8700832556819402,3.4695,13.427253855588491,1.1279871997668778,Metal
Cd(CuSe)2,0.0,6.957620804166246,0.5269,3.665970401715195,0.5641889542486129,Metal
Hf(CuP)2,0.0,8.066048665638801,0.5519,4.451652258566054,0.6485212320236624,Metal
U(CuP)2,0.0,8.429807346432852,2.7517,23.19630087517928,1.365418733272681,Metal
Zr(CuP)2,0.0,6.057738021045553,0.6406,3.8805869762817813,0.5888974218114849,Metal
Th(CuP)2,0.119799999999999,7.742911721313404,0.0,0.7630460528253604,-0.11744924981996778,Semiconductor
BaGaCu2,0.0,6.140040486924988,1.9077,11.7133552369068,1.0686813145599006,Metal
Ca3Al7Cu2,0.0,3.169642089367115,5.5817,17.691991250220426,1.2477767159146984,Metal
SrGaCu2,0.0,5.704057163821924,2.0157,11.49766802511585,1.0606097650076196,Metal
Y3Al7Cu2,0.0,4.419695576141117,5.4562,24.11474300254116,1.3822826378884405,Metal
U3Cu2Se7,0.0,8.538972500948097,35.1638,300.2627212288387,2.477501416216478,Metal
U3Cu2S7,0.0,7.472340784820455,14.2899,106.77900258100581,2.0284858598114104,Metal
La2Cu2I,0.0,6.393458902404791,4.339,27.74121817753439,1.4431255279776625,Metal
EuAl3Cu2,0.0,5.773973319994086,23.9059,138.03202879044662,2.13997987127841,Metal
TbAl3Cu2,0.0,6.187726543237971,1.6443,10.174478755046195,1.0075121692916298,Metal
TbCu2Ni3,0.0,9.393611634268144,4.3717,41.06605198153004,1.6134829525490668,Metal
LaCu2Ni3,0.0,8.49132442243814,3.6017,30.583203172295452,1.4854829698677656,Metal
CeZn3Cu2,0.0,7.913779274770061,7.2969,57.74605599006966,1.7615223276083705,Metal
LaMgCu2,0.0,5.811640684974544,8.3169,48.33483441286479,1.684260235111407,Metal
Cu2PO4,0.0,4.555903718895257,10.6231,48.39782079619621,1.6848258071516382,Metal
